Epoch,Accuracy,Precision_micro,Precision_macro,Precision_w,Recall_micro,Recall_macro,Recall_w,F1_micro,F1_macro,F1_w,AUC_macro
1,0.5661921708185054,0.5661921708185054,0.45972269160854745,0.5353870149910521,0.5661921708185054,0.47543386081482775,0.5661921708185054,0.5661921708185054,0.42118095693499247,0.49880778914172363,0.0
2,0.5822064056939502,0.5822064056939502,0.5036661453387936,0.5479371864727539,0.5822064056939502,0.5035559299941185,0.5822064056939502,0.5822064056939502,0.4511745627097123,0.5150451753052873,0.0
3,0.5651245551601424,0.5651245551601424,0.5755961459506477,0.5862736548930148,0.5651245551601424,0.47918332432561317,0.5651245551601424,0.5651245551601424,0.4213700630186055,0.49113302464177117,0.0
4,0.6035587188612099,0.6035587188612099,0.5276130070533,0.594171123975633,0.6035587188612099,0.5162216952264381,0.6035587188612099,0.6035587188612099,0.47896421674841816,0.5517880476327585,0.0
5,0.5889679715302492,0.5889679715302492,0.4699110357325071,0.5355152389468771,0.5889679715302492,0.5177260010491345,0.5889679715302492,0.5889679715302492,0.48189391154096106,0.5484492000661325,0.0
6,0.6291814946619217,0.6291814946619217,0.5358889775727423,0.6014291271281935,0.6291814946619217,0.5385507737366673,0.6291814946619217,0.6291814946619217,0.5159583064554063,0.5947915062458029,0.0
7,0.6327402135231317,0.6327402135231317,0.5155031526264251,0.583618125361185,0.6327402135231317,0.5530200865535932,0.6327402135231317,0.6327402135231317,0.5278473471079165,0.6004140369326125,0.0
8,0.6594306049822064,0.6594306049822064,0.6545274091513963,0.6753113343264884,0.6594306049822064,0.5755176458588331,0.6594306049822064,0.6594306049822064,0.5479898115612367,0.6239470024314372,0.0
9,0.6213523131672598,0.6213523131672598,0.498797704242679,0.5719906219788401,0.6213523131672598,0.5506081701346389,0.6213523131672598,0.6213523131672598,0.5162674662883346,0.5882349108990499,0.0
10,0.6473309608540925,0.6473309608540925,0.6067201481780823,0.651088668640933,0.6473309608540925,0.561950148229983,0.6473309608540925,0.6473309608540925,0.5493646815671329,0.6212967090406469,0.0
11,0.6160142348754448,0.6160142348754448,0.6400752002092208,0.6689787373886256,0.6160142348754448,0.5226219122065205,0.6160142348754448,0.6160142348754448,0.49063096503838877,0.5707944960398342,0.0
12,0.6665480427046263,0.6665480427046263,0.6330820634621189,0.6702955306141144,0.6665480427046263,0.5896274777853725,0.6665480427046263,0.6665480427046263,0.563730367411744,0.6351256526564877,0.0
13,0.6302491103202847,0.6302491103202847,0.6505785164531663,0.6729863385124315,0.6302491103202847,0.5719293112538216,0.6302491103202847,0.6302491103202847,0.5427068273316862,0.6064779653073276,0.0
14,0.6861209964412811,0.6861209964412811,0.7483431449542957,0.7483485781083529,0.6861209964412811,0.6057935039766436,0.6861209964412811,0.6861209964412811,0.5941363780503612,0.6580587379057772,0.0
15,0.6879003558718861,0.6879003558718861,0.7058712569988927,0.7220631625347536,0.6879003558718861,0.6169080040216821,0.6879003558718861,0.6879003558718861,0.6210053101177605,0.6717668714998101,0.0
16,0.6590747330960854,0.6590747330960854,0.7843576245829403,0.761205955881851,0.6590747330960854,0.5774957180212688,0.6590747330960854,0.6590747330960854,0.5751512551216909,0.6357976439947084,0.0
17,0.7103202846975089,0.7103202846975089,0.7099764861192119,0.7353962090390195,0.7103202846975089,0.655380042998617,0.7103202846975089,0.7103202846975089,0.6600110576915462,0.7029015965604515,0.0
18,0.7256227758007118,0.7256227758007118,0.7141522235789115,0.7348401177997034,0.7256227758007118,0.6677589189676092,0.7256227758007118,0.7256227758007118,0.6650176770409432,0.7136209911528565,0.0
19,0.7117437722419929,0.7117437722419929,0.7457254546874691,0.7478016180492646,0.7117437722419929,0.6552619325798641,0.7117437722419929,0.7117437722419929,0.6559870153481777,0.7001992882280126,0.0
20,0.7128113879003559,0.7128113879003559,0.7591563375516229,0.7608221333967949,0.7128113879003559,0.652548141627854,0.7128113879003559,0.7128113879003559,0.649180896727996,0.6965498259245274,0.0
21,0.694306049822064,0.694306049822064,0.7159130564824279,0.7537266810000144,0.694306049822064,0.6589793557625565,0.694306049822064,0.694306049822064,0.638873355794008,0.667330250399725,0.0
22,0.7555160142348755,0.7555160142348755,0.7490511263009036,0.7654726514846592,0.7555160142348755,0.7128570137023319,0.7555160142348755,0.7555160142348755,0.7190314072551017,0.752198963843276,0.0
23,0.6907473309608541,0.6907473309608541,0.7054734728146006,0.7414669806526862,0.6907473309608541,0.6572465121577729,0.6907473309608541,0.6907473309608541,0.6427730076395131,0.6759946267393955,0.0
24,0.7466192170818505,0.7466192170818505,0.7648325588941152,0.775517094113351,0.7466192170818505,0.6972820197957896,0.7466192170818505,0.7466192170818505,0.7064919942712137,0.7407838736523602,0.0
25,0.7096085409252669,0.7096085409252669,0.7695180153659557,0.78719911629481,0.7096085409252669,0.6789460271980162,0.7096085409252669,0.7096085409252669,0.6711584914387533,0.7138410956082695,0.0
26,0.7612099644128114,0.7612099644128114,0.7587732422318537,0.7772746948176407,0.7612099644128114,0.7224430659100183,0.7612099644128114,0.7612099644128114,0.7307587081048472,0.7594326088453606,0.0
27,0.7633451957295374,0.7633451957295374,0.7515031477863692,0.7759837986934847,0.7633451957295374,0.7419231714328103,0.7633451957295374,0.7633451957295374,0.738563569723973,0.7625027111267786,0.0
28,0.7466192170818505,0.7466192170818505,0.7714168773965474,0.7786339652137121,0.7466192170818505,0.7005915290340015,0.7466192170818505,0.7466192170818505,0.7070919233252438,0.7405460511902482,0.0
29,0.7690391459074734,0.7690391459074734,0.7759039665469166,0.8004114771523799,0.7690391459074734,0.7439660197004139,0.7690391459074734,0.7690391459074734,0.7430167782860585,0.769164485382511,0.0
30,0.7722419928825622,0.7722419928825622,0.8078599682484333,0.8063390088854938,0.7722419928825622,0.7206872228139058,0.7722419928825622,0.7722419928825622,0.7367365334459092,0.7671668674867974,0.0
31,0.7722419928825622,0.7722419928825622,0.762177265712546,0.7936163808416168,0.7722419928825622,0.7486111718249111,0.7722419928825622,0.7722419928825622,0.7425533007515721,0.7708534243299494,0.0
32,0.796085409252669,0.796085409252669,0.793742475356438,0.8068836625433304,0.796085409252669,0.7602383502360552,0.796085409252669,0.796085409252669,0.7679809469282484,0.7948485352927819,0.0
33,0.7768683274021352,0.7768683274021352,0.8006084542597202,0.7991418484086319,0.7768683274021352,0.7336493817789718,0.7768683274021352,0.7768683274021352,0.7514771046037445,0.7762810579948478,0.0
34,0.7825622775800711,0.7825622775800711,0.771685194393496,0.7932857390680512,0.7825622775800711,0.7586070918575508,0.7825622775800711,0.7825622775800711,0.7552454803938942,0.781616047175396,0.0
35,0.797864768683274,0.797864768683274,0.8076470121064427,0.8136537670952554,0.797864768683274,0.7673127553291262,0.797864768683274,0.797864768683274,0.7739301446219139,0.7950615542521677,0.0
36,0.7693950177935943,0.7693950177935943,0.7576218129325383,0.7767987898123795,0.7693950177935943,0.7406245529256545,0.7693950177935943,0.7693950177935943,0.7419222731842402,0.7668517464418232,0.0
37,0.7868327402135231,0.7868327402135231,0.785733542444107,0.7958616610199936,0.7868327402135231,0.7551599002792393,0.7868327402135231,0.7868327402135231,0.7619978761575669,0.7853370601517451,0.0
38,0.796797153024911,0.796797153024911,0.7794787983710838,0.8029676908207349,0.796797153024911,0.7756051730806932,0.796797153024911,0.796797153024911,0.7731047845983408,0.7963901399452766,0.0
39,0.7697508896797153,0.7697508896797153,0.8130795247287664,0.8055066007595194,0.7697508896797153,0.7160857680671022,0.7697508896797153,0.7697508896797153,0.7248699942353489,0.7595837280873604,0.0
40,0.804626334519573,0.804626334519573,0.8275337926274688,0.8288310879070789,0.804626334519573,0.7708648934704627,0.804626334519573,0.804626334519573,0.777923484959396,0.8005332553352236,0.0
41,0.8092526690391459,0.8092526690391459,0.8312475325035795,0.844554946959937,0.8092526690391459,0.7847283046410953,0.8092526690391459,0.8092526690391459,0.7915499095029133,0.8077586980388443,0.0
42,0.8259786476868327,0.8259786476868327,0.8252505371715413,0.836847437821117,0.8259786476868327,0.8019483334393065,0.8259786476868327,0.8259786476868327,0.8054276458647188,0.825345881335843,0.0
43,0.8128113879003559,0.8128113879003559,0.7934945920834986,0.8204777120196687,0.8128113879003559,0.8033560380867603,0.8128113879003559,0.8128113879003559,0.7934084976038845,0.8118841189823135,0.0
44,0.8106761565836299,0.8106761565836299,0.8007527434557467,0.8364713320207923,0.8106761565836299,0.8094826124507887,0.8106761565836299,0.8106761565836299,0.7897691231457321,0.8075208055650277,0.0
45,0.8192170818505338,0.8192170818505338,0.8418428581376115,0.8388548494887441,0.8192170818505338,0.7862022094082988,0.8192170818505338,0.8192170818505338,0.8033338610594205,0.8200675699150267,0.0
46,0.8177935943060498,0.8177935943060498,0.843119899698764,0.837643516983518,0.8177935943060498,0.7838887652535143,0.8177935943060498,0.8177935943060498,0.8005720462039225,0.8171462060963903,0.0
47,0.8249110320284697,0.8249110320284697,0.8532558761063831,0.8560863294648637,0.8249110320284697,0.803839789086882,0.8249110320284697,0.8249110320284697,0.8141285905896851,0.8255450205482999,0.0
48,0.80355871886121,0.80355871886121,0.8178691556733229,0.8213275380964034,0.80355871886121,0.7827875052324257,0.80355871886121,0.80355871886121,0.7910488807975118,0.8023942267496031,0.0
49,0.8338078291814947,0.8338078291814947,0.8201697544369528,0.8342962502297369,0.8338078291814947,0.8205705198514256,0.8338078291814947,0.8338078291814947,0.819042714024779,0.8331641927164337,0.0
50,0.8167259786476868,0.8167259786476868,0.8361749377767189,0.8324762442154473,0.8167259786476868,0.7881116970544755,0.8167259786476868,0.8167259786476868,0.8004217510909174,0.8161839563370549,0.0
51,0.8352313167259786,0.8352313167259786,0.8421000673983825,0.8463838450979804,0.8352313167259786,0.8125270562770563,0.8352313167259786,0.8352313167259786,0.8215622283984227,0.83572244356178,0.0
52,0.8498220640569395,0.8498220640569395,0.8394964403778997,0.8510606275539455,0.8498220640569395,0.8398166895833665,0.8498220640569395,0.8498220640569395,0.8383254055758339,0.8494624309613218,0.0
53,0.8466192170818505,0.8466192170818505,0.8584519032048783,0.8602157312700947,0.8466192170818505,0.8244134384587261,0.8466192170818505,0.8466192170818505,0.8349559736358981,0.8467736523083618,0.0
54,0.8434163701067615,0.8434163701067615,0.8503795387901152,0.856144179905168,0.8434163701067615,0.826461221102439,0.8434163701067615,0.8434163701067615,0.8306943347026357,0.8427609209874699,0.0
55,0.8619217081850534,0.8619217081850534,0.8500178029714021,0.867527828658902,0.8619217081850534,0.8536706294011985,0.8619217081850534,0.8619217081850534,0.8484202362437292,0.8614146945805884,0.0
56,0.8334519572953737,0.8334519572953737,0.842351897085918,0.8497436546804785,0.8334519572953737,0.8158314821143768,0.8334519572953737,0.8334519572953737,0.8174095721191753,0.8324683952391648,0.0
57,0.8555160142348754,0.8555160142348754,0.8502244676078294,0.860349070426068,0.8555160142348754,0.8464502296968637,0.8555160142348754,0.8555160142348754,0.846328467567176,0.855699548821903,0.0
58,0.8569395017793594,0.8569395017793594,0.8626702702544036,0.867312969070332,0.8569395017793594,0.8426000254335628,0.8569395017793594,0.8569395017793594,0.8468583067931703,0.8564544392467468,0.0
59,0.8508896797153025,0.8508896797153025,0.849802177552551,0.858751522532598,0.8508896797153025,0.8363521448971265,0.8508896797153025,0.8508896797153025,0.8365813240474478,0.8505994823396897,0.0
60,0.8669039145907473,0.8669039145907473,0.8702498801342564,0.8783118049942387,0.8669039145907473,0.8555183379961532,0.8669039145907473,0.8669039145907473,0.8574533709712353,0.8663727798830457,0.0
61,0.8583629893238434,0.8583629893238434,0.8623659694844208,0.8663894830258986,0.8583629893238434,0.8457755613929114,0.8583629893238434,0.8583629893238434,0.8497160889969237,0.8585402356134489,0.0
62,0.8679715302491103,0.8679715302491103,0.8644140325067722,0.8717324196596202,0.8679715302491103,0.8551471007063112,0.8679715302491103,0.8679715302491103,0.8574128599349039,0.868314712755628,0.0
63,0.8697508896797153,0.8697508896797153,0.8736203927340335,0.8734047419117014,0.8697508896797153,0.8548040456585437,0.8697508896797153,0.8697508896797153,0.8621254384600426,0.8700218526766179,0.0
