Epoch,Accuracy,Precision_micro,Precision_macro,Precision_w,Recall_micro,Recall_macro,Recall_w,F1_micro,F1_macro,F1_w,AUC_macro
1,0.46619217081850534,0.46619217081850534,0.3622301731086052,0.4197195044538224,0.46619217081850534,0.3855022731246721,0.46619217081850534,0.46619217081850534,0.30574927569381033,0.36563153276393456,0.0
2,0.5466192170818506,0.5466192170818506,0.45222236984648895,0.5052670259541006,0.5466192170818506,0.4648444909843319,0.5466192170818506,0.5466192170818506,0.43780272557276456,0.5090102455546015,0.0
3,0.5462633451957295,0.5462633451957295,0.5354879043665735,0.5885313844613635,0.5462633451957295,0.5025553776089272,0.5462633451957295,0.5462633451957295,0.457027708902515,0.5159176611204863,0.0
4,0.5925266903914591,0.5925266903914591,0.47199129982659543,0.5409375026846609,0.5925266903914591,0.5184609415981815,0.5925266903914591,0.5925266903914591,0.4915711263862961,0.5624575727845089,0.0
5,0.5622775800711743,0.5622775800711743,0.4483728073138034,0.5171453360807949,0.5622775800711743,0.4736323002273125,0.5622775800711743,0.5622775800711743,0.411230464802529,0.4843005196542028,0.0
6,0.5551601423487544,0.5551601423487544,0.4550174219410153,0.5243794382444488,0.5551601423487544,0.4989918473509355,0.5551601423487544,0.5551601423487544,0.45195099315415194,0.5169621630002365,0.0
7,0.6177935943060499,0.6177935943060499,0.5007931949511841,0.5686594593724426,0.6177935943060499,0.5331799702745236,0.6177935943060499,0.6177935943060499,0.5082033454640259,0.5834342531808576,0.0
8,0.5722419928825623,0.5722419928825623,0.420047105141307,0.4786936443077865,0.5722419928825623,0.5082979979017311,0.5722419928825623,0.5722419928825623,0.44170330783715056,0.5018840812495634,0.0
9,0.5526690391459075,0.5526690391459075,0.6272304532528803,0.6333107270051676,0.5526690391459075,0.48515463142528625,0.5526690391459075,0.5526690391459075,0.4360044912355294,0.49244561745368315,0.0
10,0.5839857651245551,0.5839857651245551,0.46825762448218133,0.5389466687799571,0.5839857651245551,0.5198854694876727,0.5839857651245551,0.5839857651245551,0.48623976245295053,0.5544696014803521,0.0
11,0.6160142348754448,0.6160142348754448,0.5283457399556759,0.6082004500076384,0.6160142348754448,0.5435729585591886,0.6160142348754448,0.6160142348754448,0.49252948850038947,0.5604095954783549,0.0
12,0.608540925266904,0.608540925266904,0.5218331966529006,0.5909591910750038,0.608540925266904,0.5244989290085679,0.608540925266904,0.608540925266904,0.4910657232620317,0.5624180514698676,0.0
13,0.6174377224199288,0.6174377224199288,0.5275643110400541,0.598088222233141,0.6174377224199288,0.5357006251092848,0.6174377224199288,0.6174377224199288,0.5018965610422178,0.5720138927733537,0.0
14,0.6192170818505338,0.6192170818505338,0.5217437768247859,0.5887230046240979,0.6192170818505338,0.5325914714110859,0.6192170818505338,0.6192170818505338,0.5093161983188578,0.5848910498071345,0.0
15,0.6145907473309609,0.6145907473309609,0.5235612787365793,0.5893433402472107,0.6145907473309609,0.5259627994404616,0.6145907473309609,0.6145907473309609,0.5048442437311453,0.5829104099782229,0.0
16,0.6291814946619217,0.6291814946619217,0.5104074286038756,0.5801586924706511,0.6291814946619217,0.5517633108935129,0.6291814946619217,0.6291814946619217,0.5226221812140083,0.5945008032964123,0.0
17,0.6548042704626335,0.6548042704626335,0.531029628193745,0.6030051557059131,0.6548042704626335,0.5700242612344816,0.6548042704626335,0.6548042704626335,0.5431229176832562,0.6199980116420144,0.0
18,0.6548042704626335,0.6548042704626335,0.5175735587126751,0.594341668563725,0.6548042704626335,0.57703215159993,0.6548042704626335,0.6548042704626335,0.54152457137519,0.618919570723686,0.0
19,0.6548042704626335,0.6548042704626335,0.5199103539733657,0.5983048026178033,0.6548042704626335,0.5800402168211225,0.6548042704626335,0.6548042704626335,0.5396400551140836,0.6166499266112214,0.0
20,0.6508896797153025,0.6508896797153025,0.5211612608005142,0.5993868455929579,0.6508896797153025,0.5751322346564085,0.6508896797153025,0.6508896797153025,0.5346821320457457,0.610825820359562,0.0
21,0.6523131672597865,0.6523131672597865,0.5391738506543793,0.6094421814934947,0.6523131672597865,0.5595443915020109,0.6523131672597865,0.6523131672597865,0.5339642471700269,0.6150782687109088,0.0
22,0.6306049822064057,0.6306049822064057,0.5242726218982081,0.5979946832806629,0.6306049822064057,0.5658341811187588,0.6306049822064057,0.6306049822064057,0.5164256913675174,0.5896694321389117,0.0
23,0.6444839857651246,0.6444839857651246,0.5458463831599515,0.6275206031922549,0.6444839857651246,0.5759228111240046,0.6444839857651246,0.6444839857651246,0.525622325065117,0.6008105315535825,0.0
24,0.6693950177935943,0.6693950177935943,0.5703614300768884,0.6367569357505964,0.6693950177935943,0.5915301599665125,0.6693950177935943,0.6693950177935943,0.5619397912400169,0.6378528534983802,0.0
25,0.6779359430604982,0.6779359430604982,0.6212618190121848,0.6677942052342153,0.6779359430604982,0.6000440119855665,0.6779359430604982,0.6779359430604982,0.574185387970501,0.6462819426819051,0.0
26,0.6715302491103203,0.6715302491103203,0.6106352980864285,0.6584028042127531,0.6715302491103203,0.5950084811659169,0.6715302491103203,0.6715302491103203,0.5822378139883644,0.6498108474971689,0.0
27,0.6551601423487544,0.6551601423487544,0.7152575166975337,0.7253142302183107,0.6551601423487544,0.5721737781292555,0.6551601423487544,0.6551601423487544,0.5495830361832379,0.6201038594927119,0.0
28,0.6854092526690392,0.6854092526690392,0.6575972226762142,0.6890088263033416,0.6854092526690392,0.6005183744244331,0.6854092526690392,0.6854092526690392,0.5815014830673455,0.6551505348221331,0.0
