epoch,avg_loss,avg_grad_norm,valid_batches,learning_rate
1,1.6454717695789656,6.971573506268866,1556,5e-06
2,0.6437028282175946,6.547881649170253,1556,5e-06
3,0.3284756763811896,6.760374271279742,1556,5e-06
4,0.1735300225969452,6.682195062310959,1556,5e-06
5,0.09656583017892274,6.877041536692175,1556,5e-06
6,0.0033534473540850346,6.735489729150249,1556,5e-06
7,-0.040676243871373814,7.0739950849686615,1556,5e-06
8,-0.09315766501396051,7.021788613118979,1556,5e-06
9,-0.11103459390162809,7.368407352188252,1556,5e-06
10,-0.14477863877168964,7.097635316320128,1556,5e-06
11,-0.15435129382999513,7.374379016439835,1556,5e-06
12,-0.19291678220416708,7.16757522734088,1556,5e-06
13,-0.19436162677629443,7.347425454265048,1556,5e-06
14,-0.22201578928143323,7.310702277984288,1556,5e-06
15,-0.2202274420114287,7.601863826225227,1556,5e-06
16,-0.22752259041549,7.739195751768458,1556,5e-06
17,-0.22994572085096168,8.025601316003996,1556,5e-06
18,-0.2634771332566107,7.582753600528736,1556,5e-06
19,-0.25873995191180615,7.783125044179453,1556,5e-06
20,-0.2577105284043633,8.163348327986991,1556,5e-06
21,-0.2763109518966822,7.96066148012187,1556,5e-06
22,-0.285171235875636,8.148977483107988,1556,5e-06
23,-0.29745033178430597,8.094819870238746,1556,5e-06
24,-0.2914456397026854,8.1994684794798,1556,5e-06
25,-0.2868282588672822,8.59017035299984,1556,5e-06
26,-0.30826296006116277,8.324212686912873,1556,5e-06
27,-0.3079752045800876,8.440157673869924,1556,5e-06
28,-0.31077922074301384,8.545718721987962,1556,5e-06
29,-0.3223539190151391,8.469498611661033,1556,5e-06
30,-0.31682514263302625,8.56933219179243,1556,5e-06
31,-0.32659192276031623,8.613632761842181,1556,5e-06
32,-0.34270279471472787,8.366222009790587,1556,5e-06
33,-0.337277722542574,8.466592466271935,1556,5e-06
34,-0.3418414576845794,8.500138342074074,1556,5e-06
35,-0.3492520091849305,8.391947506517555,1556,5e-06
36,-0.3531644772786101,8.420636743747636,1556,5e-06
37,-0.3601530478132415,8.228318093215286,1556,5e-06
38,-0.35475213132358147,8.462615226527106,1556,5e-06
39,-0.3517948690332606,8.695805792598614,1556,5e-06
40,-0.3585613318994297,8.557256840341807,1556,5e-06
41,-0.3733424012642593,8.261065059884961,1556,5e-06
42,-0.36678096856969794,8.58724508283224,1556,5e-06
43,-0.3689424107306108,8.5332533859655,1556,5e-06
44,-0.3706665778183079,8.517934445014037,1556,5e-06
45,-0.37390361737775923,8.446159292845616,1556,5e-06
46,-0.3868406265590982,8.222117716326812,1556,5e-06
47,-0.38153433793997704,8.480829801726463,1556,5e-06
48,-0.3725750793566434,8.63189169396778,1556,5e-06
49,-0.3842416140214949,8.528001875681252,1556,5e-06
50,-0.3868282376225932,8.48862053664607,1556,5e-06
51,-0.37553402593785506,8.557014621775071,1556,5e-06
52,-0.3885659104869114,8.380725531735886,1556,5e-06
53,-0.3948530027101769,8.35825450768201,1556,5e-06
54,-0.3892375103803711,8.59706757062505,1556,5e-06
55,-0.3920459432053382,8.582338806940841,1556,5e-06
56,-0.3917024506586376,8.623149825781967,1556,5e-06
57,-0.39782331502759366,8.55680560648135,1556,5e-06
58,-0.39315054636534813,8.460738342877832,1556,5e-06
59,-0.4060106463826101,8.43789172540287,1556,5e-06
60,-0.4067535445975154,8.444866267451896,1556,5e-06
61,-0.40804369718908956,8.491130821847364,1556,5e-06
62,-0.40776651714638756,8.48837927581412,1556,5e-06
63,-0.40977245686063424,8.579080363472201,1556,5e-06
64,-0.40604091638694384,8.538732665171967,1556,5e-06
65,-0.405319067249721,8.574836295184255,1556,5e-06
66,-0.4141367315901276,8.526755923362195,1556,5e-06
67,-0.40204446180544046,8.730209917442965,1556,5e-06
68,-0.416507584270291,8.337245876960706,1556,5e-06
69,-0.4207011349594991,8.45587667600661,1556,5e-06
70,-0.41109493704258937,8.809455637606986,1556,5e-06
71,-0.4123548752697697,8.795436674877427,1556,5e-06
72,-0.4179003233123561,8.59227685009759,1556,5e-06
73,-0.42195413365079076,8.43481890024057,1556,5e-06
74,-0.41356788564157365,8.671397480912564,1556,5e-06
75,-0.4265875073585535,8.469260033650999,1556,5e-06
76,-0.42894798241421617,8.418840241884205,1556,5e-06
77,-0.42050666367793144,8.698910884118632,1556,5e-06
78,-0.42149975058888406,8.621710149269637,1556,5e-06
79,-0.42898635008877534,8.470815151393566,1556,5e-06
80,-0.4183821031550822,8.904175509408997,1556,5e-06
81,-0.4386493995555875,8.37979547985875,1556,5e-06
82,-0.42568020737109885,8.819703875325027,1556,5e-06
83,-0.42638734797049305,8.63187501876397,1556,5e-06
84,-0.42845341827538447,8.898232977004161,1556,5e-06
85,-0.42478476363236617,8.736959084332142,1556,5e-06
86,-0.4271343520682085,8.843585753425534,1556,5e-06
87,-0.4348096632827217,8.60099701870683,1556,5e-06
88,-0.42850164165073923,8.859497448395947,1556,5.000000000000001e-07
89,-0.4354393058157212,8.438332330770695,1556,5.000000000000001e-07
90,-0.4337548910422313,8.619176150766467,1556,5.000000000000001e-07
91,-0.4327514870690809,8.707637487960964,1556,5.000000000000001e-07
92,-0.434027428856086,8.6496899114553,1556,5.000000000000001e-07
93,-0.44565277244024226,8.440002760689485,1556,5.000000000000001e-07
94,-0.4225640944696024,8.977265875949344,1556,5.000000000000001e-07
95,-0.44102615085466357,8.573635331232934,1556,5.000000000000001e-07
96,-0.4429481015911752,8.432854503144181,1556,5.000000000000001e-07
97,-0.4507920468910801,8.434978760759751,1556,5.000000000000001e-07
98,-0.42972959409489425,8.834714111448253,1556,5.000000000000001e-07
