epoch,avg_loss,avg_grad_norm,valid_batches,learning_rate
1,0.2949194704543962,3.6615640836693633,1556,5e-06
2,-0.13738738446661622,4.171906873315649,1556,5e-06
3,-0.4455706227599502,4.579774622975401,1556,5e-06
4,-0.6026686960328514,4.468216256724531,1556,5e-06
5,-0.6910186886480963,4.555829265774982,1556,5e-06
6,-0.743900655148728,4.480013729204785,1556,5e-06
7,-0.7801692236818201,4.2627953233767135,1556,5e-06
8,-0.809427948568045,4.231315219521063,1556,5e-06
9,-0.8258461476061828,4.061386467481946,1556,5e-06
10,-0.8438927273823853,3.86802074926065,1556,5e-06
11,-0.8580003180816425,3.5538655877553866,1556,5e-06
12,-0.8676837717199694,3.615817847395924,1556,5e-06
13,-0.871109514490038,3.6396631729576,1556,5e-06
14,-0.8774637106451706,3.6359735428042,1556,5e-06
15,-0.8810826377382928,3.5073020064240863,1556,5e-06
16,-0.8848657915248969,3.3844758894170006,1556,5e-06
17,-0.8937458860422162,3.2154937811186275,1556,5e-06
18,-0.8947611865431913,3.2291928016530362,1556,5e-06
19,-0.8973311315503709,3.1372327240408997,1556,5e-06
20,-0.8986597638816637,3.1254227630659974,1556,5e-06
21,-0.9069789659547929,2.831741480132838,1556,5e-06
22,-0.9014217828072435,2.9917050002137997,1556,5e-06
23,-0.9034291824330708,2.8956693021441717,1556,5e-06
24,-0.9072171598864398,2.88815725653655,1556,5e-06
25,-0.9107073085780009,2.7746347455034908,1556,5e-06
26,-0.9096033607243266,2.7346464073606276,1556,5e-06
27,-0.9162244001130518,2.6737285454860458,1556,5e-06
28,-0.9166307949621451,2.5646600976902367,1556,5e-06
29,-0.9145319359353085,2.6224436921505663,1556,5e-06
30,-0.9185612322738667,2.5488810916706575,1556,5e-06
31,-0.9196449878857804,2.490709154787629,1556,5e-06
32,-0.9173635120065475,2.5636833636018337,1556,5e-06
33,-0.9243416334370721,2.379470972554964,1556,5e-06
34,-0.9212028892916702,2.450764156293823,1556,5e-06
35,-0.9220392064102818,2.5538652849702075,1556,5e-06
36,-0.9286214905027252,2.238257384013892,1556,5e-06
37,-0.9241976238078508,2.3312202296806332,1556,5e-06
38,-0.9279879280258267,2.289353848935361,1556,5e-06
39,-0.923107486036259,2.4821272745757224,1556,5e-06
40,-0.9284752374826176,2.2802485034113946,1556,5e-06
41,-0.9270983470129783,2.2957535743722954,1556,5e-06
42,-0.9313953159745677,2.153104597448843,1556,5e-06
43,-0.9286004778735129,2.371988479641762,1556,5e-06
44,-0.9269517859525424,2.2774943666757683,1556,5e-06
45,-0.9312486814425966,2.2394643771608185,1556,5e-06
46,-0.926072401605106,2.34748787584219,1556,5e-06
47,-0.9313964242340667,2.217317549080844,1556,5e-06
48,-0.9343710872117229,2.0759656932252843,1556,5e-06
49,-0.9294724434346037,2.269278329464303,1556,5e-06
50,-0.9328359659464316,2.1457550494445625,1556,5e-06
51,-0.9323464431692212,2.1873747261557104,1556,5e-06
52,-0.9317760030837169,2.1762670200595817,1556,5e-06
53,-0.9340554903857505,2.174731150659754,1556,5e-06
54,-0.9350038637577108,2.1845809775009597,1556,5e-06
55,-0.935587629771631,2.0800414035973023,1556,5e-06
56,-0.9353280320265606,2.018286553189963,1556,5e-06
57,-0.9354218403332337,2.0504206071935767,1556,5e-06
58,-0.9376853594896419,2.0912017599059447,1556,5e-06
59,-0.9367976327520103,2.021914265623704,1556,5e-06
60,-0.935355941824864,2.230180541522667,1556,5e-06
61,-0.9390682955212643,1.975151094773205,1556,5e-06
62,-0.9369639231222454,2.079515520923778,1556,5e-06
63,-0.9374666009433472,1.9892204317209194,1556,5e-06
64,-0.9372766009677959,2.127863293077921,1556,5e-06
65,-0.9377610025913059,1.905346888050456,1556,5e-06
66,-0.9390435937629261,1.965813789265302,1556,5e-06
67,-0.9375317646214466,1.9969110054066908,1556,5e-06
68,-0.9367835393180272,2.001734778419099,1556,5e-06
69,-0.9385092967503481,2.0323845694286886,1556,5e-06
70,-0.9422388382083653,1.933289995318839,1556,5e-06
71,-0.9405107617684686,1.930388526749201,1556,5e-06
72,-0.9414053450130252,1.911469036442704,1556,5e-06
73,-0.9397498048784494,1.9549822025575645,1556,5e-06
74,-0.9412141063640846,1.9546310505027713,1556,5e-06
75,-0.943328191638759,1.8269469215268876,1556,5e-06
76,-0.9383271849094136,2.0894111343432016,1556,5e-06
77,-0.9403177130115062,1.9745930424510743,1556,5e-06
78,-0.9416325154180392,1.8910941675875172,1556,5e-06
79,-0.9393026859793994,1.9119623721981838,1556,5e-06
80,-0.9435166045831838,1.8356018329881956,1556,5e-06
81,-0.9412064275543917,1.9120423383938967,1556,5e-06
82,-0.941484709938265,1.8625872571255944,1556,5e-06
83,-0.9438482690171595,1.7629324818211956,1556,5e-06
84,-0.9410511922943562,1.981300805056118,1556,5e-06
85,-0.9399465416345008,1.8541906378603035,1556,5e-06
86,-0.9428182555156686,1.9401839166056067,1556,5e-06
87,-0.9430253093147646,1.8503663900612368,1556,5e-06
88,-0.9413462712173291,1.8679159788132327,1556,5e-06
89,-0.94443958934521,1.7319185519734623,1556,5e-06
90,-0.943105871370182,1.8089979420772784,1556,5e-06
91,-0.9428457362064973,1.8262896356567893,1556,5e-06
92,-0.9448607300616475,1.718480590326295,1556,5e-06
93,-0.9418003261472389,1.9054217011904808,1556,5e-06
94,-0.9434062333676992,1.8255929953052368,1556,5e-06
95,-0.9439066894409895,1.842392127000868,1556,5e-06
96,-0.943741952354007,1.8538581640208212,1556,5e-06
97,-0.9440962257567592,1.8226610960697416,1556,5e-06
98,-0.9439167229980613,1.7921059034515776,1556,5e-06
99,-0.9462648850403592,1.7095459495194658,1556,5.000000000000001e-07
100,-0.9427051863855752,1.9212921255730226,1556,5.000000000000001e-07
