epoch,train_loss,val_loss,learning_rate,accuracy,precision,recall,f1
43,0.4386468298840685,0.3350181824053814,0.0006243449435824275,0.8899599361388078,0.8899599361388078,0.8899599361388078,0.8899599361388078
44,0.4242625955953904,0.3300421842430774,0.0006090716206982715,0.8974003675030876,0.8974003675030876,0.8974003675030876,0.8974003675030876
45,0.4207359433929375,0.30649828799148604,0.0005936906572928626,0.9039069795463446,0.9039069795463446,0.9039069795463446,0.9039069795463446
46,0.41890119131880765,0.30055765533503287,0.0005782172325201157,0.9063469590625659,0.9063469590625659,0.9063469590625659,0.9063469590625659
47,0.4112969545478961,0.33743720539658206,0.0005626666167821524,0.8966472874054885,0.8966472874054885,0.8966472874054885,0.8966472874054885
48,0.3966084798193729,0.309876895167761,0.0005470541566592573,0.9031538994487454,0.9031538994487454,0.9031538994487454,0.9031538994487454
49,0.3938473317550094,0.32442341632188315,0.000531395259764657,0.8989065276982859,0.8989065276982859,0.8989065276982859,0.8989065276982859
50,0.3824283452786119,0.3502172131225905,0.0005157053795390644,0.8922191764316053,0.8922191764316053,0.8922191764316053,0.8922191764316053
51,0.38210015345591913,0.38244515815068325,0.0005000000000000002,0.8804410037051541,0.8804410037051541,0.8804410037051541,0.8804410037051541
52,0.39434476777903893,0.34190533185725536,0.00048429462046093607,0.8971895050757599,0.8971895050757599,0.8971895050757599,0.8971895050757599
53,0.3716199065192529,0.2907792097129538,0.0004686047402353435,0.9080037352772841,0.9080037352772841,0.9080037352772841,0.9080037352772841
54,0.38112835348792595,0.3150870197373463,0.000452945843340743,0.9036961171190168,0.9036961171190168,0.9036961171190168,0.9036961171190168
55,0.3901447604006603,0.2919673349558059,0.00043733338321784806,0.9097508811037142,0.9097508811037142,0.9097508811037142,0.9097508811037142
56,0.3803752682201676,0.33640039166610713,0.0004217827674798847,0.9020694641082025,0.9020694641082025,0.9020694641082025,0.9020694641082025
57,0.3827078335085356,0.34116075553818487,0.00040630934270713783,0.8985149260475345,0.8985149260475345,0.8985149260475345,0.8985149260475345
58,0.3682514580590959,0.29719467367878716,0.000390928379301729,0.9085760761514595,0.9085760761514595,0.9085760761514595,0.9085760761514595
59,0.36509769255275126,0.2921255307804157,0.0003756550564175727,0.9119799981926078,0.9119799981926078,0.9119799981926078,0.9119799981926078
60,0.35048294736789015,0.28751600053140397,0.00036050444698038553,0.9127933246980149,0.9127933246980149,0.9127933246980149,0.9127933246980149
61,0.3437318567918831,0.3054803320613687,0.00034549150281252655,0.9084254601319396,0.9084254601319396,0.9084254601319396,0.9084254601319396
62,0.3529507369821458,0.31414149553512855,0.0003306310398773544,0.9083350905202278,0.9083350905202278,0.9083350905202278,0.9083350905202278
63,0.3609710343669543,0.35194750442007033,0.00031593772365766127,0.897099135464048,0.897099135464048,0.897099135464048,0.897099135464048
64,0.3540772538648847,0.2970876750803986,0.0003014260546826097,0.9120101213965117,0.9120101213965117,0.9120101213965117,0.9120101213965117
65,0.3493727226909346,0.31721512202732205,0.0002871103542174637,0.905322770129831,0.905322770129831,0.905322770129831,0.905322770129831
66,0.34811996996420136,0.3321583968643525,0.0002730047501302267,0.9037864867307287,0.9037864867307287,0.9037864867307287,0.9037864867307287
67,0.3404130685265808,0.3108813705299117,0.00025912316294914234,0.9096906346959063,0.9096906346959063,0.9096906346959063,0.9096906346959063
68,0.3432631702135919,0.30687870109253995,0.0002454792921248144,0.9096002650841943,0.9096002650841943,0.9096002650841943,0.9096002650841943
69,0.3421481210535933,0.31046361957170354,0.00023208660251050164,0.9102328523661777,0.9102328523661777,0.9102328523661777,0.9102328523661777
70,0.33153132255694706,0.32573039541152005,0.00021895831107393473,0.9069192999367413,0.9069192999367413,0.9069192999367413,0.9069192999367413
71,0.3328848080564041,0.3231477664745611,0.00020610737385376356,0.906256589450854,0.906256589450854,0.906256589450854,0.906256589450854
72,0.34201021012190636,0.3222985833072625,0.00019354647317351177,0.9140584992619815,0.9140584992619815,0.9140584992619815,0.9140584992619815
73,0.32750718168829174,0.3066861209343093,0.0001812880051256552,0.9140584992619815,0.9140584992619815,0.9140584992619815,0.9140584992619815
74,0.3210630715879196,0.33860610538812114,0.00016934406733817422,0.9094496490646745,0.9094496490646745,0.9094496490646745,0.9094496490646745
75,0.32979929099366456,0.32657810602252174,0.0001577264470356557,0.9088471849865952,0.9088471849865952,0.9088471849865952,0.9088471849865952
76,0.32627149545546746,0.32427771903665814,0.00014644660940672634,0.9091484170256349,0.9091484170256349,0.9091484170256349,0.9091484170256349
77,0.31529705637970057,0.3138229673367062,0.0001355156862892944,0.9156851522727958,0.9156851522727958,0.9156851522727958,0.9156851522727958
78,0.3189190338643163,0.3253770585637834,0.0001249444651847703,0.9083350905202278,0.9083350905202278,0.9083350905202278,0.9083350905202278
79,0.3185762951110768,0.3125227096084586,0.00011474337861210548,0.915383920233756,0.915383920233756,0.915383920233756,0.915383920233756
80,0.3192689504729983,0.32640436975145193,0.00010492249381215483,0.9103232219778896,0.9103232219778896,0.9103232219778896,0.9103232219778896
81,0.3062944583900038,0.3143801150072173,9.549150281252637e-05,0.9139681296502696,0.9139681296502696,0.9139681296502696,0.9139681296502696
82,0.3066656105231891,0.31240194660139886,8.645971286271923e-05,0.9150525649908124,0.9150525649908124,0.9150525649908124,0.9150525649908124
83,0.31838613856802245,0.3175885026528971,7.78360372489926e-05,0.9129740639214386,0.9129740639214386,0.9129740639214386,0.9129740639214386
84,0.3091785631325581,0.3145093678410062,6.962898649802815e-05,0.9130945567370545,0.9130945567370545,0.9130945567370545,0.9130945567370545
85,0.3263764648495888,0.31884356475391346,6.184665997806824e-05,0.9149019489712926,0.9149019489712926,0.9149019489712926,0.9149019489712926
86,0.3115219192451107,0.3107165135904425,5.449673790581613e-05,0.9141187456697895,0.9141187456697895,0.9141187456697895,0.9141187456697895
87,0.31412690718581626,0.3237587386133958,4.758647376699034e-05,0.9157755218845076,0.9157755218845076,0.9157755218845076,0.9157755218845076
88,0.3153153554794544,0.31369171828955317,4.112268715800956e-05,0.9158658914962196,0.9158658914962196,0.9158658914962196,0.9158658914962196
89,0.31326479078819497,0.309675271375088,3.511175705587434e-05,0.9169202036328584,0.9169202036328584,0.9169202036328584,0.9169202036328584
90,0.3268479163095726,0.3126343133456952,2.9559615522887284e-05,0.9171611892640902,0.9171611892640902,0.9171611892640902,0.9171611892640902
91,0.31490053213317365,0.3566790859279178,2.447174185242324e-05,0.9161068771274513,0.9161068771274513,0.9161068771274513,0.9161068771274513
92,0.313917501600965,0.31718630572307915,1.9853157161528526e-05,0.916317739554779,0.916317739554779,0.916317739554779,0.916317739554779
93,0.3152209285669682,0.32363319968923726,1.570841943568452e-05,0.9185468566436726,0.9185468566436726,0.9185468566436726,0.9185468566436726
94,0.31793179529931465,0.3161346825796872,1.204161903062634e-05,0.9146609633400609,0.9146609633400609,0.9146609633400609,0.9146609633400609
95,0.30768326016453024,0.32330951166716015,8.85637463565564e-06,0.9160466307196433,0.9160466307196433,0.9160466307196433,0.9160466307196433
96,0.3170885421764799,0.3102263256938435,6.155829702431171e-06,0.9180046389734012,0.9180046389734012,0.9180046389734012,0.9180046389734012
97,0.3212604566845146,0.3163718353891515,3.942649342761118e-06,0.9143898545049252,0.9143898545049252,0.9143898545049252,0.9143898545049252
98,0.3188203678066665,0.3118750512174416,2.2190176984600023e-06,0.9166490947977227,0.9166490947977227,0.9166490947977227,0.9166490947977227
99,0.3031354123055209,0.3213790678962166,9.866357858642206e-07,0.9171913124679941,0.9171913124679941,0.9171913124679941,0.9171913124679941
100,0.3092038868260719,0.3169034474267045,2.467198171342e-07,0.9150224417869085,0.9150224417869085,0.9150224417869085,0.9150224417869085
