epoch,train_loss,val_loss,learning_rate,accuracy,precision,recall,f1
1,1.1389245556951013,0.8095931670990867,0.001,0.7109979817453385,0.7109979817453385,0.7109979817453385,0.7109979817453385
2,0.8091804973484006,0.6450924249924489,0.0009997532801828658,0.7982649034551315,0.7982649034551315,0.7982649034551315,0.7982649034551315
3,0.7231804164754037,0.4356336371023964,0.0009990133642141358,0.8515829743651535,0.8515829743651535,0.8515829743651535,0.8515829743651535
4,0.6651955265470867,0.5831772558918293,0.00099778098230154,0.8055848420037955,0.8055848420037955,0.8055848420037955,0.8055848420037955
5,0.6248563371769575,0.3662424644788432,0.000996057350657239,0.87312106515649,0.87312106515649,0.87312106515649,0.87312106515649
6,0.58609032821605,0.44813826987480304,0.0009938441702975688,0.8626080669940055,0.8626080669940055,0.8626080669940055,0.8626080669940055
7,0.5702466645212774,0.45955678845118386,0.0009911436253643444,0.8728800795252583,0.8728800795252583,0.8728800795252583,0.8728800795252583
8,0.5463243580418421,0.6152531526212747,0.0009879583809693736,0.79962044763081,0.79962044763081,0.79962044763081,0.79962044763081
9,0.5236230647589296,0.30172684054620746,0.0009842915805643154,0.8959845769196012,0.8959845769196012,0.8959845769196012,0.8959845769196012
10,0.524368672587361,0.3096399672344463,0.0009801468428384714,0.9004428110973883,0.9004428110973883,0.9004428110973883,0.9004428110973883
11,0.4979908859922337,0.8853873394625615,0.0009755282581475767,0.730668433894629,0.730668433894629,0.730668433894629,0.730668433894629
12,0.48394678414808356,1.1703334913220174,0.0009704403844771127,0.6795192336656927,0.6795192336656927,0.6795192336656927,0.6795192336656927
13,0.4690782874262638,0.5213718968213106,0.0009648882429441257,0.8322438774588066,0.8322438774588066,0.8322438774588066,0.8322438774588066
14,0.46537844321026334,0.3105011584277785,0.0009588773128419905,0.9048106756634635,0.9048106756634635,0.9048106756634635,0.9048106756634635
15,0.44947135673361954,0.3129816850732672,0.0009524135262330098,0.9012862608066994,0.9012862608066994,0.9012862608066994,0.9012862608066994
16,0.4434147054684621,0.3101267182913538,0.0009455032620941839,0.8994186221646534,0.8994186221646534,0.8994186221646534,0.8994186221646534
17,0.42880619446678864,0.33025755865601103,0.0009381533400219318,0.8923697924511251,0.8923697924511251,0.8923697924511251,0.8923697924511251
18,0.437959650930845,0.2883392405261454,0.0009303710135019719,0.9093592794529626,0.9093592794529626,0.9093592794529626,0.9093592794529626
19,0.42695453311403114,0.47598921690489343,0.0009221639627510076,0.8522758080549447,0.8522758080549447,0.8522758080549447,0.8522758080549447
20,0.4216479870848467,0.2875477284939062,0.000913540287137281,0.9214989306262614,0.9214989306262614,0.9214989306262614,0.9214989306262614
21,0.41181920905287744,0.41774008758284187,0.0009045084971874739,0.8679097508811037,0.8679097508811037,0.8679097508811037,0.8679097508811037
22,0.41333577454546855,0.2660992147746774,0.0008950775061878453,0.9130644335331506,0.9130644335331506,0.9130644335331506,0.9130644335331506
23,0.3836408377888029,0.44791702859052734,0.0008852566213878948,0.8613730156339429,0.8613730156339429,0.8613730156339429,0.8613730156339429
24,0.38934002813669594,0.33850227239211145,0.0008750555348152299,0.8931228725487242,0.8931228725487242,0.8931228725487242,0.8931228725487242
25,0.38773864399009533,0.36493384646346677,0.0008644843137107058,0.885079977106365,0.885079977106365,0.885079977106365,0.885079977106365
26,0.3816356897348024,0.30142665401863744,0.0008535533905932738,0.908094104888996,0.908094104888996,0.908094104888996,0.908094104888996
27,0.36990568470690277,0.2657657045465128,0.0008422735529643445,0.9195409223725035,0.9195409223725035,0.9195409223725035,0.9195409223725035
28,0.37264200552274546,0.47022411762549476,0.000830655932661826,0.8562219477663644,0.8562219477663644,0.8562219477663644,0.8562219477663644
29,0.36030420397044066,0.27689814376975413,0.000818711994874345,0.9144199777088291,0.9144199777088291,0.9144199777088291,0.9144199777088291
30,0.3697272540999405,0.3666185863471144,0.0008064535268264884,0.8853510859415007,0.8853510859415007,0.8853510859415007,0.8853510859415007
31,0.35744583222049414,0.3008620636119941,0.0007938926261462368,0.9111064252793927,0.9111064252793927,0.9111064252793927,0.9111064252793927
32,0.34822798930830967,0.27772668014359975,0.0007810416889260655,0.9156249058649878,0.9156249058649878,0.9156249058649878,0.9156249058649878
33,0.35466745163153046,0.3656209037114106,0.0007679133974894984,0.8923697924511251,0.8923697924511251,0.8923697924511251,0.8923697924511251
34,0.33512415415641233,0.4398289631828758,0.0007545207078751858,0.8748682109829201,0.8748682109829201,0.8748682109829201,0.8748682109829201
35,0.35804165474048993,0.30363867924896193,0.0007408768370508578,0.9149621953791005,0.9149621953791005,0.9149621953791005,0.9149621953791005
36,0.3433509577290848,0.29401381847193886,0.0007269952498697736,0.9196312919842154,0.9196312919842154,0.9196312919842154,0.9196312919842154
37,0.34469773590012537,0.29620602805398943,0.0007128896457825365,0.9148718257673886,0.9148718257673886,0.9148718257673886,0.9148718257673886
38,0.3488429451846861,0.33821762126883664,0.0006985739453173904,0.9004428110973883,0.9004428110973883,0.9004428110973883,0.9004428110973883
39,0.3521015844486866,0.33711225792496746,0.0006840622763423392,0.9019188480886827,0.9019188480886827,0.9019188480886827,0.9019188480886827
40,0.32234963826864893,0.2574743841464115,0.0006693689601226459,0.9243305117932343,0.9243305117932343,0.9243305117932343,0.9243305117932343
41,0.34298423470496303,0.3422987555352938,0.0006545084971874739,0.9133355423682863,0.9133355423682863,0.9133355423682863,0.9133355423682863
42,0.3239400793315107,0.3313484873495738,0.0006394955530196148,0.9060758502274302,0.9060758502274302,0.9060758502274302,0.9060758502274302
