epoch,avg_loss,avg_grad_norm,valid_batches,learning_rate
1,3.1635118614891806,9.820970382206237,1556,5e-06
2,2.2106326705845585,7.95543957078365,1556,5e-06
3,1.9513496226394085,8.161500409207184,1556,5e-06
4,1.7908238312732285,8.511379015016677,1556,5e-06
5,1.6936135781991144,8.99319566391734,1556,5e-06
6,1.6226877185939823,9.256060351442862,1556,5e-06
7,1.5234085886444715,9.352999623070033,1556,5e-06
8,1.4841849408603267,9.6948518681802,1556,5e-06
9,1.4405011468420912,10.014992108305194,1556,5e-06
10,1.407691521823866,10.397852668265758,1556,5e-06
11,1.351998462889985,10.470439842780022,1556,5e-06
12,1.3389401441214936,10.76603763200017,1556,5e-06
13,1.3089726840775546,11.136269920819217,1556,5e-06
14,1.2809689031928242,11.00428037027467,1556,5e-06
15,1.2383481561754541,11.105287956471308,1556,5e-06
16,1.2320887658237492,11.191484911352932,1556,5e-06
17,1.227440925635838,11.336141413388951,1556,5e-06
18,1.1904969392368296,11.25839397410807,1556,5e-06
19,1.1798103815638927,11.264860565144483,1556,5e-06
20,1.19048410163747,11.791301825282506,1556,5e-06
21,1.1723054495752623,11.678081678853856,1556,5e-06
22,1.1557364572213058,11.633001045197018,1556,5e-06
23,1.149279108045953,11.82745584937478,1556,5e-06
24,1.1450845920947645,11.678890949043332,1556,5e-06
25,1.1339988939483245,11.884367211005989,1556,5e-06
26,1.098730098235883,11.553991890505225,1556,5e-06
27,1.0857313772936408,11.639948809514621,1556,5e-06
28,1.0923789138582494,11.86913145354597,1556,5e-06
29,1.0857218886632234,11.896035284570067,1556,5e-06
30,1.1088288052912543,12.152732292300325,1556,5e-06
31,1.0743641084141473,11.97611399596332,1556,5e-06
32,1.0563965016894599,11.83739143939435,1556,5e-06
33,1.0585656475974845,12.115858601573807,1556,5e-06
34,1.0537278494752158,12.060924443380385,1556,5e-06
35,1.043300749288733,11.903034212963133,1556,5e-06
36,1.0447167599032654,12.195752771470724,1556,5e-06
37,1.0297321966037651,11.99370586672908,1556,5e-06
38,1.0361138175799485,12.140058730745682,1556,5e-06
39,1.024289130819794,12.120373723975797,1556,5e-06
40,1.0169302664103421,12.032940566769602,1556,5e-06
41,1.0157408659516387,12.321504442428255,1556,5e-06
42,1.0070416697882747,12.167107310806877,1556,5e-06
43,1.004601996976183,12.235392157783238,1556,5e-06
44,0.9906772096619815,12.199439516717181,1556,5e-06
45,0.9936929118740528,12.228636018567956,1556,5e-06
46,0.9864004541638578,12.096334930633825,1556,5e-06
47,0.9722834785677167,12.464985774691124,1556,5e-06
48,0.998963465267711,12.721564821535027,1556,5e-06
49,0.9850164106388631,12.436482042457266,1556,5e-06
50,0.982366319678743,12.36522592929764,1556,5e-06
51,0.9791033346119761,12.50754638985374,1556,5e-06
52,0.9694631907581364,12.45312736740762,1556,5e-06
53,0.9619558493781519,12.205607046504866,1556,5e-06
54,0.949503401366175,12.365155960722877,1556,5e-06
55,0.9549413774650937,12.385370941732107,1556,5e-06
56,0.9621243979829749,12.731949681181527,1556,5e-06
57,0.9451612452844728,12.422501088261297,1556,5e-06
58,0.9437288445418169,12.84402460610652,1556,5e-06
59,0.9421182503124129,12.819763305561095,1556,5e-06
60,0.9432438165332481,13.00690159147993,1556,5e-06
61,0.9280383388839835,12.96448292110144,1556,5e-06
62,0.9498427905199767,13.325370667373,1556,5e-06
63,0.9256568154593053,13.23184384999361,1556,5e-06
64,0.9362262002070336,13.583591728253353,1556,5e-06
65,0.9264511437296561,13.647025724456366,1556,5e-06
66,0.9229691141598635,13.521669071100671,1556,5e-06
67,0.9243580232395917,13.657811458129196,1556,5e-06
68,0.9309799565830696,13.695775330832808,1556,5e-06
69,0.9074057811406707,13.626956379965216,1556,5e-06
70,0.9091497190047659,13.863226523282902,1556,5e-06
71,0.9056720487332895,13.672397940354973,1556,5e-06
72,0.9223748151701336,14.216119259825708,1556,5e-06
73,0.8998542417290891,13.830495488521066,1556,5e-06
74,0.8930387656685626,13.684532467687651,1556,5e-06
75,0.8866300825364792,13.849516697898316,1556,5e-06
76,0.8922202300213297,13.916493631573752,1556,5e-06
77,0.8923641403797047,14.128284391063652,1556,5e-06
78,0.9027464687441186,14.440954974653788,1556,5e-06
79,0.8757522670805914,13.747529625432962,1556,5e-06
80,0.8825409385952667,14.314459837034613,1556,5e-06
81,0.8796264181406761,14.191969663441029,1556,5e-06
82,0.8735576176628049,14.060599160531492,1556,5e-06
83,0.8651115224339968,14.14378373190799,1556,5e-06
84,0.8686263585764828,14.104533598937842,1556,5e-06
85,0.8650643517165074,14.155794357426062,1556,5e-06
86,0.8876264007584908,14.699432644102444,1556,5e-06
87,0.8612104896025057,14.362611467550224,1556,5e-06
88,0.8654278381165011,14.475462283067655,1556,5e-06
89,0.8553135376279949,14.207089255432237,1556,5e-06
90,0.8558043924502664,14.436785143567848,1556,5e-06
91,0.8534302503483461,14.222685779121663,1556,5e-06
92,0.8605403272688849,14.37574432073951,1556,5e-06
93,0.861243257026133,14.641075946065024,1556,5e-06
94,0.8556776431348453,14.450893509663775,1556,5e-06
95,0.8727304707532677,14.884809748372566,1556,5e-06
96,0.857015759940319,14.482678123029155,1556,5e-06
97,0.8537747902474857,14.458248667821174,1556,5e-06
98,0.8528261734771239,14.749531686306,1556,5.000000000000001e-07
99,0.8398450545985778,14.458815639000626,1556,5.000000000000001e-07
100,0.8384158084202549,14.362924017759093,1556,5.000000000000001e-07
